약수터명	소재지도로명주소	소재지지번주소	위도	경도	지정일자	일평균이용인구수	수질검사일자	수질검사결과구분	부적합항목	관리기관전화번호	관리기관명	데이터기준일자	제공기관코드	제공기관명		
반여초교약수터		부산광역시 해운대구 반여3동 산110-2	35.2033588475	129.136786956	1999-05-28	150	2018-07-16	적합		051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
관음정사약수터		부산광역시 해운대구 반여3동 산4-11			1999-05-28	50	2018-07-16	적합		051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
초록공원약수터		부산광역시 해운대구 반여3동 산110-2	35.2033588475	129.136786956	1999-05-28	300	2018-07-16	적합		051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
장산약수터		부산광역시 해운대구 반송1동 250-2794	35.2194623742	129.150715921	1999-05-28	100	2018-07-16	부적합	대장균	051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
장천사약수터		부산광역시 해운대구 반송1동 산51-120	35.2189054193	129.155884271	1999-05-28	300	2018-07-16	부적합	대장균	051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
체육공원내약수터		부산광역시 해운대구 재송2동 산69			1999-05-28	200	2018-07-16	부적합	대장균	051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
옥천사약수터		부산광역시 해운대구 재송2동 산74-2			1999-05-28	150	2018-07-16	적합		051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
고씨제당약수터		부산광역시 해운대구 재송2동 산51-1	35.1887297732	129.135455316	1999-05-28	200	2018-07-16	적합		051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
반석약수터		부산광역시 해운대구 석대동 산15	35.2342663691	129.137079123	1999-05-28	50	2018-07-16	부적합	대장균	051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
장산제일약수터		부산광역시 해운대구 재송2동 산31			1999-05-28	300	2018-07-16	부적합	대장균	051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
장산산림욕장약수터		부산광역시 해운대구 우1동 산148-1			2007-08-28	500	2018-07-16	적합		051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
초록공원위약수터		부산광역시 해운대구 반여3동 산114-1			2007-08-28	100	2018-07-16	적합	대장균	051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
삼어체육시설옆약수터		부산광역시 해운대구 반여4동 산300	35.2081334275	129.114087597	2007-08-28	100	2018-07-16	적합	대장균	051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
용화약수터		경기도 안산시 상록구 수암동 산5-1	37.364565	126.889788	1980-02-09	240	2018-07-08	적합		031-481-3685	경기도 안산시 상하수도사업소	2018-08-31	3930000	경기도 안산시		
수암약수터		경기도 안산시 상록구 수암동 산1-1	37.372041	126.897731	1980-05-08	300	2018-07-08	적합		031-481-3685	경기도 안산시 상하수도사업소	2018-08-31	3930000	경기도 안산시		
너구리약수터		경기도 안산시 상록구 부곡동 산41-17	37.336310	126.871870	1994-11-14	100	2018-07-08	적합		031-481-3685	경기도 안산시 상하수도사업소	2018-08-31	3930000	경기도 안산시		
동막골약수터		경기도 안산시 상록구 장상동 산41-17	37.351337	126.886336	2009-05-20	52	2018-07-08	적합		031-481-3685	경기도 안산시 상하수도사업소	2018-08-31	3930000	경기도 안산시		
예술대약수터		경기도 안산시 단원구 고잔동 640	37.334032	126.836241	1989-07-18	180	2018-07-08	적합		031-481-3685	경기도 안산시 상하수도사업소	2018-08-31	3930000	경기도 안산시		
꽃빛공원약수터		경기도 안산시 단원구 와동 37-2	37.340545	126.834039	1978-12-08	480	2018-07-08	적합		031-481-3685	경기도 안산시 상하수도사업소	2018-08-31	3930000	경기도 안산시		
구봉이약수터		경기도 안산시 단원구 대부북동 산25	37.258289	126.573127	1912-03-02	50	2018-07-08	적합		031-481-3685	경기도 안산시 상하수도사업소	2018-08-31	3930000	경기도 안산시		
장수천약수터		부산광역시 사하구 괴정동 산174	35.110471	128.989224		210	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
싸리골약수터		부산광역시 사하구 괴정2동 산1-47	35.107980	128.999200		250	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
장수탑약수터		부산광역시 사하구 괴정3동 산147	35.103121	128.992672		130	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
돌샘약수터	부산광역시 사하구 사리로 111(괴정동)	부산광역시 사하구 괴정3동 산1-1	35.114684	128.997697		80	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
한샘약수터	부산광역시 사하구 사리로 111(괴정동)	부산광역시 사하구 괴정3동 산1-1	35.114684	128.997697		170	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
승학약수터		부산광역시 사하구 당리동 산34	35.110962	128.977507		170	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
정각사약수터		부산광역시 사하구 당리동 산45-1	35.114153	128.979619		100	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
마우골약수터		부산광역시 사하구 괴정4동 산173	35.109022	128.987705		50	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
낫개약수터		부산광역시 사하구 다대2동 산1-16	35.060213	128.986832		20	2018-07-31	부적합	총대장균군	051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
보덕포약수터	부산광역시 사하구 보덕포1길 192(장림동)	부산광역시 사하구 장림1동 산96-1	35.068573	128.965660		50	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
몰운대약수터		부산광역시 사하구 다대1동 산144	35.037825	128.970966		700	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
석천약수터	부산광역시 사하구 승학로281번길 99(괴정동)	부산광역시 사하구 괴정1동 1063-9	35.104669	128.991384		100	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
김종수공동우물	부산광역시 사하구 감내1로155번길 66(감천동)	부산광역시 사하구 감천2동 6-1723	35.095759	129.007546		65	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
옹달샘약수터		부산광역시 사하구 괴정1동 산93-1	35.091994	128.989177		81	2018-07-31	적합		051-220-4424	사하구청	2018-08-23	3340000	부산광역시 사하구		
참새골약수터		경기도 하남시 감이동 29	37.5060188	127.1702316	2002-01-01	50	2017-10-30	부적합	총대장구균	031-790-6443	경기도 하남시청	2018-08-22	4040000	경기도 하남시		
이장천약수터		경기도 하남시 학암동 산 23	37.4868406	127.1608155	2002-01-01	100	2017-10-30	부적합	총대장구균	031-790-6443	경기도 하남시청	2018-08-22	4040000	경기도 하남시		
선법사약수터		경기도 하남시 교산동 300	37.5182933	127.208311	2002-01-01	80	2017-10-30	적합		031-790-6443	경기도 하남시청	2018-08-22	4040000	경기도 하남시		
일장천약수터		경기도 하남시 학암동 산 24-1	37.4868406	127.1608155	2002-01-01	80	2017-10-30	부적합	총대장구균	031-790-6443	경기도 하남시청	2018-08-22	4040000	경기도 하남시		
은고개약수터		경기도 하남시 상산곡동 산 189	37.5127327	127.2425785	2002-01-01	80	2017-10-30	적합		031-790-6443	경기도 하남시청	2018-08-22	4040000	경기도 하남시		
곱돌광산약수터		경기도 하남시 창우동 산 26-1	37.5306255	127.2245117	2002-01-01	150	2017-10-30	적합		031-790-6443	경기도 하남시청	2018-08-22	4040000	경기도 하남시		
남산윗샘		충청남도 서천군 서천읍 남산리 225-2	36.066005	126.683982	1994-09-20	40	2018-08-07	적합	없음	041-950-6800	충청남도 서천군	2018-08-23	4580000	충청남도 서천군		
봉서사	충청남도 서천군 한산면 건지산길 122	충청남도 서천군 한산면 호암리 189	36.087854	126.793107	2005-10-18	30	2018-08-07	적합	없음	041-950-6800	충청남도 서천군	2018-08-23	4580000	충청남도 서천군		
진골		충청남도 서천군 마산면 소야리 13-1	36.125116	126.788428	2009-01-08	30	2018-08-07	적합	없음	041-950-6800	충청남도 서천군	2018-08-23	4580000	충청남도 서천군		
미륵등		경상남도 통영시 산양읍 영운리 산189	34.8126498025	128.419267382		80	2018-07-13	적합	무	055-650-6417	경상남도 통영시청	2018-08-22	5330000	경상남도 통영시		
선금산		경상남도 통영시 미수동 602-2	34.8206906414	128.403946813		80	2018-07-13	적합	무	055-650-6417	경상남도 통영시청	2018-08-22	5330000	경상남도 통영시		
원당골		경상남도 통영시 미수동 186-3	34.8257676368	128.409178845		80	2018-07-13	적합	무	055-650-6417	경상남도 통영시청	2018-08-22	5330000	경상남도 통영시		
약천		경상남도 통영시 미수동 652	34.8230496663	128.398836775		80	2018-07-13	적합	무	055-650-6417	경상남도 통영시청	2018-08-22	5330000	경상남도 통영시		
안정사		경상남도 통영시 광도면 안정리 1969-8	34.9436535491	128.398995188		80	2018-07-13	적합	무	055-650-6417	경상남도 통영시청	2018-08-22	5330000	경상남도 통영시		
오봉산약수터	인천광역시 남동구 도림동 산 48-14	인천광역시 남동구 도림동 산 48-14	37.415001	126.733674	2003-01-01	250	2018-10-01	부적합	총대장균군	032-453-2651	인천광역시 남동구청	2018-11-21	3530000	인천광역시 남동구		
은행약수터	인천광역시 남동구 만월로 2-1	인천광역시 남동구 만수동 산 2-2	37.468944	126.724178	2003-01-01	100	2018-10-01	적합		032-453-2651	인천광역시 남동구청	2018-11-21	3530000	인천광역시 남동구		
불로약수터	인천광역시 남동구 만월로 2-1	인천광역시 남동구 만수동 산 2-2	37.468944	126.724178	2003-01-01	100	2018-10-01	적합		032-453-2651	인천광역시 남동구청	2018-11-21	3530000	인천광역시 남동구		
감로천약수터	인천광역시 남동구 만수동 산 1-4	인천광역시 남동구 만수동 산 1-4	37.468825	126.732545	2003-01-01	100	2018-10-01	부적합	총대장균군,분원성대장균군	032-453-2651	인천광역시 남동구청	2018-11-21	3530000	인천광역시 남동구		
귀성약수터	인천광역시 남동구 장수동 22-4	인천광역시 남동구 장수동 22-4	37.462788	126.772928	2008-10-01	300	2018-10-01	적합		032-453-2651	인천광역시 남동구청	2018-11-21	3530000	인천광역시 남동구		
약사사약수터	인천광역시 남동구 풀무로 48	인천광역시 남동구 간석동 12-3	37.472011	126.712317		100	2018-10-01	부적합	총대장균군	032-453-2651	인천광역시 남동구청	2018-11-21	3530000	인천광역시 남동구		
범아가리약수터	인천광역시 남동구 논현동 산 66-1	인천광역시 남동구 논현동 산 66-1	37.406795	126.714486		100	2018-10-01	부적합		032-453-2651	인천광역시 남동구청	2018-11-21	3530000	인천광역시 남동구		
만리산		부산광역시 동구 범일동 산65-121	35.1429641	129.0408042		60	2018-07-11	적합	­	051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
감나무골		부산광역시 동구 수정동 산23	37.4648439	127.1722608		10	2018-07-11	적합		051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
조기		부산광역시 동구 수정동 산65-121	37.461909	127.1618947		70	2018-07-11	부적합	총대장균, 분원성대장균	051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
청조		부산광역시 동구 수정동 산37	37.4680684	127.1663128		80	2018-07-11	적합	­	051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
수정샘		부산광역시 동구 초량동 산29	35.1272362	129.0279691		70	2018-07-11	적합	­	051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
만수		부산광역시 동구 초량동 산26	35.1279007	129.0304922		90	2018-07-11	적합	­	051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
새구봉천		부산광역시 동구 초량동 산34-1	35.1219896	129.0270661		80	2018-07-11	적합	­	051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
백운사		부산광역시 동구 수정동 산17	35.1352726	129.0403771		60	2018-07-11	부적합	총대장균	051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
바가지샘		부산광역시 동구 수정동 산37	35.1308302	129.0313421		60	2018-07-11	적합		051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
수정4동체육공원		부산광역시 동구 수정동 산35-23	35.1286156	129.0359805		300	2018-07-11	적합	­	051-440-4382	부산광역시 동구	2018-10-19	3270000	부산광역시 동구		
월문리약수터		충청북도 괴산군 청천면 월문리 산34	36.6934818	127.7368509	1995-08-02	80	2018-07-17	적합		043-830-3637	괴산군환경수도사업소	2018-08-24	4460000	충청북도 괴산군		
찬새미약수터		충청북도 괴산군 소수면 수리 800	36.8642699	127.7252162	1995-08-02	60	2018-07-17	적합		043-830-3637	괴산군환경수도사업소	2018-08-24	4460000	충청북도 괴산군		
솔티찬샘물		충청북도 괴산군 장연면 송덕리 산53-2	36.802218	127.9248555	1997-10-07	120	2018-07-17	적합		043-830-3637	괴산군환경수도사업소	2018-08-24	4460000	충청북도 괴산군		
공설운동장		충청북도 괴산군 괴산읍 서부리 675-2	36.8157399	127.7692977	2009-12-16	150	2018-07-17	적합		043-830-3637	괴산군환경수도사업소	2018-08-24	4460000	충청북도 괴산군		
산막이약수터		충청북도 괴산군 칠성면 사은리 산44-2	36.754088	127.8228554	2009-12-16	200	2018-07-17	적합		043-830-3637	괴산군환경수도사업소	2018-08-24	4460000	충청북도 괴산군		
가야산생수정		경상북도 성주군 수륜면 백운리 산 10	35.810238	128.326869	1995-08-16	100	2018-08-06	적합		054-930-6743	경상북도 성주군 상하수도사업소	2018-08-06	5210000	경상북도 성주군		
당몰샘	전라남도 구례군 마산면 장수길	전라남도 구례군 마산면 장수길	35.2161146913	127.500554142		50	2018-05-01	적합		061-780-2123	구례군청	2018-08-27	4870000	전라남도 구례군		
작은등샘	전라남도 구례군 마산면 사도리	전라남도 구례군 마산면 사도리 181-4	35.2118208585	127.506585763		20	2018-05-01	적합		061-780-2123	구례군청	2018-08-27	4870000	전라남도 구례군		
